Case;"Player [1=Gössa; 2= player1; 3= player2; 4 = player3]";"Tune [1=Pellar; 2=Lorik; 3=JamtOlle; 4=Blecko; 5= Storpolska]";Volta;Section;SectionVolta;PerformanceMeasure;SectionMeasure;BarSTRING;Measure duration s;M dev;B1 ms;B2 ms;B3 ms;BP1;BP2;BP3;NDB1;NDB2;NDB3;"Rhythm Category [9999=E; 0=decreasing_or_stable; 2=repeated_ending]";"SB1 [1=unequal; 0= equal_or_NA]";"SB2 [1=unequal; 0= equal_or_NA]";"CND [1=decreasing; 2= stable; 3=increasing]";Tempo;M dev
1390;4;5;2;2;1;40;1;B1;1.60;0.07;416;622;560;0.26;0.39;0.35;2;2;2;2210;1;0;2;121;107.100839
1391;4;5;2;2;1;41;2;B2;1.41;-0.06;330;516;560;0.23;0.37;0.40;2;4;2;2400;0;0;3;121;94.25365383
1392;4;5;2;2;1;42;3;B3;1.45;-0.03;508;499;445;0.35;0.34;0.31;3;2;2;0;0;0;1;121;97.3258068
1393;4;5;2;2;1;43;4;B4;1.40;-0.06;316;540;540;0.23;0.39;0.39;2;3;1;0;0;1;3;121;93.57219441
1394;4;5;2;2;1;44;5;B5;1.43;-0.04;352;573;502;0.25;0.40;0.35;2;2;2;2210;1;0;2;121;95.6054011
1395;4;5;2;2;1;45;6;B6;1.34;-0.10;318;507;518;0.24;0.38;0.39;2;4;2;2400;0;0;3;121;90.04201138
1396;4;5;2;2;1;46;7;B7;1.45;-0.03;373;629;452;0.26;0.43;0.31;2;2;3;2200;0;0;2;121;97.48220729
1397;4;5;2;2;1;47;8;B8;1.52;0.02;536;450;534;0.35;0.30;0.35;2;1;1;9999;0;0;1;121;101.8837647
1398;4;5;2;3;1;48;1;C1;1.60;0.07;516;521;559;0.32;0.33;0.35;1;1;1;0;0;0;2;121;106.9988994
1399;4;5;2;3;1;49;2;C2;1.53;0.03;371;556;602;0.24;0.36;0.39;2;2;3;2210;1;0;2;121;102.5107632
1400;4;5;2;3;1;50;3;C3;1.36;-0.09;446;471;448;0.33;0.35;0.33;2;4;2;2400;0;0;3;121;91.49430184
1401;4;5;2;3;1;51;4;C4;1.59;0.06;587;460;539;0.37;0.29;0.34;3;1;1;9999;1;0;1;121;106.2629791
1402;4;5;2;3;2;52;1;C1;1.55;0.04;540;486;522;0.35;0.31;0.34;1;1;1;0;0;0;2;121;103.7605709
1403;4;5;2;3;2;53;2;C2;1.45;-0.03;412;521;519;0.28;0.36;0.36;2;2;3;2210;1;0;2;121;97.3258068
1404;4;5;2;3;2;54;3;C3;1.46;-0.02;540;468;448;0.37;0.32;0.31;2;4;2;2400;0;0;3;121;97.59392197
1405;4;5;2;3;2;55;4;C4;1.55;0.04;511;533;510;0.33;0.34;0.33;3;1;1;9999;1;0;1;121;104.1404007
1406;4;5;2;3;2;56;5;C5;1.62;0.09;474;500;647;0.29;0.31;0.40;1;1;1;2;0;0;2;121;108.6983586
1407;4;5;2;2;2;57;1;B5;1.59;0.07;509;564;517;0.32;0.35;0.33;4;2;2;2210;1;0;1;121;106.5757802
1408;4;5;2;2;2;58;2;B6;1.40;-0.06;363;504;532;0.26;0.36;0.38;2;4;2;2400;0;0;3;121;93.75093788
1409;4;5;2;2;2;59;3;B7;1.44;-0.03;360;588;497;0.25;0.41;0.34;2;2;3;2200;0;0;2;121;96.84822665
;;;;;;;;;;;;;;;;;;;;;;;;;
